host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
N/A,N/A,49.28859,-123.05009,1,1,4,2,$40.00,NA,0
N/A,N/A,49.28347,-123.06099,2,2,6,4,$120.00,88,12
100%,91%,49.27559,-123.13415,2,2,30,4,$130.00,97,39
100%,100%,49.24755,-123.0914,1,1,3,2,$142.00,97,47
100%,100%,49.25628,-123.19236,1,1,2,3,$108.00,89,17
100%,100%,49.28616,-123.0526,NA,1,1,2,$79.00,94,84
100%,100%,49.27337,-123.1247,2,2,2,4,$245.00,100,10
89%,N/A,49.28845,-123.1267,1,1,30,2,$146.00,NA,0
N/A,N/A,49.26718,-123.14881,1,2,5,3,$150.00,100,5
100%,80%,49.26187,-123.18916,1,1,2,2,$99.00,94,7
100%,89%,49.23307,-123.09746,1,1,60,1,$34.00,NA,0
100%,N/A,49.23331,-123.09835,1,2,60,1,$29.00,100,2
N/A,100%,49.24104,-123.07267,1,1,4,2,$69.00,100,21
100%,88%,49.26091,-123.09784,2,2,30,4,$125.00,100,23
71%,93%,49.28835,-123.12433,1,1,30,3,$78.00,100,3
100%,50%,49.2677,-123.18431,1,1,30,2,$251.00,NA,0
N/A,N/A,49.27894,-123.11539,1,1,3,3,$300.00,73,9
100%,100%,49.22246,-123.04124,1,1,2,2,$79.00,93,91
N/A,86%,49.27839,-123.1257,2,2,21,4,$244.00,100,15
100%,83%,49.27661,-123.13001,1,1,30,2,$79.00,98,9
N/A,63%,49.26136,-123.0996,2,2,2,4,$119.00,100,22
100%,89%,49.23404,-123.11416,1,1,7,1,$85.00,100,8
N/A,100%,49.24172,-123.16884,2,4,5,4,$240.00,90,2
N/A,N/A,49.28148,-123.12386,1,1,181,3,$500.00,100,30
100%,N/A,49.27674,-123.11664,1,1,90,2,$90.00,NA,0
NA,NA,49.26112,-123.12836,1,1,30,2,$80.00,NA,0
80%,97%,49.23819,-123.05528,2,3,5,5,$175.00,98,36
N/A,N/A,49.23292,-123.14046,1,1,4,2,$35.00,100,4
100%,97%,49.27977,-123.10594,1,2,2,4,$151.00,98,57
50%,N/A,49.21323,-123.10274,NA,0,2,2,$99.00,100,1
N/A,100%,49.21581,-123.12691,1,2,2,4,$87.00,92,26
100%,57%,49.26822,-123.13579,2,2,30,2,$110.00,100,9
17%,88%,49.27909,-123.1064,1,2,3,4,$180.00,93,44
100%,97%,49.22696,-123.04011,1,1,30,2,$90.00,95,55
100%,98%,49.29165,-123.13464,NA,1,30,2,$90.00,96,5
N/A,N/A,49.27622,-123.11441,1,1,1,3,$200.00,67,3
50%,93%,49.27272,-123.15026,2,2,2,5,$375.00,100,13
100%,100%,49.25813,-123.12783,1,1,30,2,$60.00,100,5
N/A,N/A,49.26647,-123.18603,2,2,2,6,$400.00,NA,0
100%,91%,49.27637,-123.06033,2,2,2,4,$149.00,98,39
N/A,92%,49.25904,-123.13314,1,1,3,2,$135.00,97,29
100%,97%,49.28504,-123.02787,1,2,2,4,$200.00,100,1
100%,100%,49.22209,-123.1222,2,3,2,5,$120.00,94,14
100%,50%,49.23736,-123.07747,1,1,1,2,$130.00,97,6
N/A,100%,49.27673,-123.12961,1,2,30,3,$99.00,96,59
100%,100%,49.27929,-123.11049,1,2,60,4,$120.00,100,2
100%,100%,49.23903,-123.08755,2,2,2,4,$89.00,96,38
N/A,N/A,49.28098,-123.10952,1,1,1,2,$155.00,93,8
0%,N/A,49.22751,-123.16339,6,10,30,16,$521.00,93,6
N/A,N/A,49.27894,-123.10821,1,1,1,1,$145.00,85,4
N/A,N/A,49.20777,-123.05639,3,1,1,1,$40.00,90,5
100%,57%,49.24739,-123.19121,4,11,14,10,"$1,150.00",100,3
100%,50%,49.23791,-123.0788,1,1,1,2,$103.00,83,6
N/A,94%,49.2593,-123.21094,1,1,30,2,$197.00,97,35
N/A,100%,49.23885,-123.07307,1,1,2,2,$59.00,96,11
100%,96%,49.24522,-123.02829,3,5,2,7,$73.00,98,48
93%,87%,49.2817,-123.11815,2,2,30,4,$142.00,NA,0
100%,100%,49.26745,-123.09589,NA,2,2,4,$245.00,100,45
N/A,N/A,49.28,-123.10696,3,3,3,5,$225.00,92,56
100%,100%,49.27773,-123.1297,2,3,1,6,$630.00,99,94
100%,0%,49.26966,-123.17164,2,2,30,4,$120.00,NA,0
100%,99%,49.26318,-123.09845,1,1,30,3,$125.00,95,4
100%,100%,49.23231,-123.14134,1,1,1,2,$52.00,100,9
N/A,63%,49.25087,-123.05517999999999,2,2,1,4,$100.00,99,18
100%,0%,49.28524,-123.04664,1,1,2,2,$82.00,NA,0
100%,100%,49.28939,-123.1361,4,4,2,8,$401.00,96,47
N/A,N/A,49.21632,-123.12429,2,2,2,4,$300.00,NA,0
N/A,N/A,49.20599,-123.12547000000001,1,1,1,2,$28.00,75,4
N/A,N/A,49.2075,-123.05633,3,1,1,1,$40.00,100,1
N/A,N/A,49.20629,-123.05634,1,1,1,1,$50.00,NA,0
N/A,N/A,49.28116,-123.08396,1,2,5,3,$120.00,98,37
100%,75%,49.27315,-123.1198,1,1,30,2,$125.00,100,2
N/A,100%,49.27812,-123.12829,1,1,3,2,$117.00,98,38
N/A,N/A,49.25756,-123.10356,1,1,153,2,$80.00,80,2
90%,98%,49.27936,-123.10773,2,2,2,6,$229.00,93,57
100%,100%,49.27074,-123.06796,NA,1,1,2,$80.00,97,39
100%,98%,49.29057,-123.1349,1,1,30,2,$92.00,NA,0
N/A,89%,49.25091,-123.08788,3,4,5,5,$200.00,100,1
N/A,100%,49.28131,-123.0622,1,1,2,4,$96.00,97,7
90%,58%,49.27608,-123.12896,2,2,30,6,$128.00,93,3
N/A,N/A,49.24829,-123.05124,1,1,1,2,$89.00,96,15
100%,95%,49.23117,-123.03613,2,3,5,4,$114.00,98,58
100%,96%,49.26756,-123.17384,1,1,28,3,$110.00,95,4
100%,90%,49.27922,-123.10795,3,5,30,9,$546.00,99,60
N/A,N/A,49.24582,-123.07564,3,3,5,4,$150.00,100,1
N/A,N/A,49.28495,-123.13909,NA,0,1,3,$200.00,20,1
100%,99%,49.27899,-123.10904,1,1,1,4,$296.00,93,95
N/A,N/A,49.21694,-123.07877,3,3,30,5,$250.00,NA,0
N/A,N/A,49.26327,-123.17857,NA,1,2,2,$109.00,97,22
100%,100%,49.27795,-123.12797,2,3,30,6,$134.00,96,73
N/A,N/A,49.26855,-123.14199,1,1,2,2,$150.00,100,1
100%,90%,49.28175,-123.02984,2,2,90,4,$119.00,100,1
100%,N/A,49.22336,-123.10233,1,2,1,4,$49.00,81,14
N/A,N/A,49.22666,-123.13841,NA,1,1,4,$100.00,NA,2
100%,100%,49.25462,-123.09677,3,4,3,6,$599.00,100,2
90%,93%,49.24905,-123.026,3,3,2,6,$160.00,97,15
100%,100%,49.24955,-123.11223,NA,1,28,2,$98.00,100,18
93%,87%,49.27622,-123.12748,1,1,30,4,$90.00,100,1
N/A,N/A,49.25982,-123.10917,1,2,1,4,$98.00,95,57
100%,98%,49.27985,-123.10828,1,1,7,2,$100.00,96,64
N/A,100%,49.23494,-123.14378,1,1,1,2,$150.00,95,12
N/A,N/A,49.26214,-123.05763,3,2,3,5,$150.00,93,3
100%,100%,49.26605,-123.17779,2,4,7,6,$320.00,NA,0
100%,100%,49.28249,-123.05094,NA,1,1,2,$106.00,100,25
100%,89%,49.2305,-123.10041,2,2,2,3,$70.00,88,8
N/A,N/A,49.28972,-123.12732,2,3,30,5,$180.00,100,1
64%,15%,49.27369,-123.13199,3,4,15,7,$496.00,NA,0
N/A,25%,49.27842,-123.12222,1,1,80,2,$110.00,NA,0
33%,N/A,49.28241,-123.116,1,1,30,2,$113.00,NA,0
0%,N/A,49.28595,-123.12565,2,2,30,5,$152.00,100,1
N/A,N/A,49.28532,-123.12951,2,2,30,2,$55.00,100,2
100%,N/A,49.26345,-123.20982,1,1,30,2,$160.00,NA,0
100%,33%,49.26206,-123.09696,1,1,2,2,$150.00,97,6
100%,86%,49.25813,-123.08193,4,4,2,6,$225.00,97,7
97%,85%,49.2789,-123.1181,1,1,30,4,$100.00,97,6
93%,87%,49.27662,-123.13026,2,2,30,5,$180.00,NA,0
93%,87%,49.27597,-123.12863,2,2,30,5,$150.00,NA,0
93%,87%,49.27774,-123.1302,1,1,30,4,$95.00,80,1
N/A,N/A,49.27304,-123.12713,1,1,3,2,$130.00,96,35
98%,99%,49.29003,-123.12507,1,1,28,2,$29.00,95,4
N/A,100%,49.25091,-123.10472,4,4,4,8,$280.00,NA,0
100%,100%,49.27608,-123.12773,1,2,30,3,$110.00,100,4
N/A,100%,49.24835,-123.16907,1,1,1,2,$88.00,96,28
100%,99%,49.27962,-123.12405,1,2,2,4,$110.00,97,67
N/A,N/A,49.21878,-123.06693,2,3,1,6,$20.00,95,16
100%,96%,49.27892,-123.12689,2,2,3,6,$216.00,100,53
100%,100%,49.28102,-123.10921,2,3,30,6,$105.00,94,66
93%,87%,49.27803,-123.12831,3,3,30,5,$233.00,NA,0
100%,100%,49.25012,-123.12143,NA,1,2,2,$108.00,99,99
N/A,N/A,49.26705,-123.15305,2,3,3,6,$197.00,100,10
N/A,100%,49.26285,-123.13288,1,2,1,3,$185.00,88,18
100%,65%,49.2817,-123.10659,2,2,90,4,$149.00,100,1
92%,75%,49.24152,-123.08913,1,1,30,1,$38.00,96,5
N/A,N/A,49.27334,-123.12827,1,1,1,2,$125.00,95,20
N/A,100%,49.26317,-123.14125,1,1,1,2,$288.00,NA,0
100%,97%,49.27753,-123.12951,2,2,5,3,$149.00,97,62
N/A,N/A,49.25628,-123.08745,2,2,30,4,$125.00,NA,0
100%,100%,49.26124,-123.09842,NA,2,1,4,$150.00,97,37
100%,N/A,49.22537,-123.10341,2,2,365,2,$130.00,NA,0
N/A,N/A,49.24258,-123.17975,4,4,3,8,"$1,000.00",NA,0
100%,N/A,49.25413,-123.1711,1,1,1,3,$90.00,86,7
N/A,100%,49.21857,-123.12715,6,7,2,14,$789.00,96,36
N/A,N/A,49.2573,-123.17763,4,4,7,8,$268.00,92,5
100%,65%,49.2857,-123.13433,1,1,90,2,$99.00,100,3
N/A,N/A,49.26547,-123.10135,1,1,30,2,$219.00,NA,0
100%,93%,49.26016,-123.17062,3,3,3,4,$190.00,97,21
100%,100%,49.28086,-123.10893,1,1,30,2,$211.00,99,30
100%,100%,49.25727,-123.03869,2,3,3,6,$99.00,97,33
N/A,N/A,49.2079,-123.05642,1,1,1,4,$40.00,89,7
N/A,N/A,49.25123,-123.09421,2,2,1,3,$90.00,95,35
100%,100%,49.22673,-123.11741,1,2,3,3,$50.00,95,12
N/A,N/A,49.26312,-123.18705,3,3,1,6,$169.00,95,4
96%,96%,49.28447,-123.10463,1,2,1,4,$129.00,95,134
100%,100%,49.27528,-123.12592,2,2,2,6,$315.00,89,19
90%,69%,49.28074,-123.13674,1,1,30,2,$101.00,100,6
71%,93%,49.28938,-123.12651,1,2,30,3,$77.00,89,7
100%,100%,49.27946,-123.12855,1,2,30,3,$130.00,93,30
94%,98%,49.28057,-123.13068,1,1,30,2,$42.00,93,30
94%,100%,49.26703,-123.09386,4,4,29,8,$225.00,95,22
N/A,N/A,49.27157,-123.15007,1,2,2,4,$175.00,93,3
100%,75%,49.23659,-123.07812,3,3,2,8,$150.00,96,39
100%,100%,49.26107,-123.1464,1,2,2,4,$126.00,98,72
100%,98%,49.25031,-123.04926,1,2,2,2,$52.00,90,46
90%,89%,49.25175,-123.05271,2,2,13,4,$68.00,90,16
N/A,33%,49.26914,-123.07579,1,2,2,2,$90.00,100,4
100%,83%,49.22246,-123.05271,1,1,3,2,$69.00,95,11
100%,100%,49.27952,-123.11905,1,1,30,2,$140.00,98,11
100%,92%,49.24507,-123.11927,1,2,30,4,$55.00,74,10
N/A,83%,49.26613,-123.17551,1,2,30,4,$249.00,94,22
50%,88%,49.27946,-123.09852,1,1,30,2,$105.00,NA,0
N/A,N/A,49.26102,-123.07556,1,1,30,1,$29.00,100,4
N/A,N/A,49.26505,-123.08261,1,2,2,4,$110.00,97,6
N/A,100%,49.24882,-123.16693,1,1,1,2,$70.00,100,28
100%,100%,49.27887,-123.07885,2,3,2,6,$211.00,100,13
N/A,N/A,49.27886,-123.12598,1,1,180,2,"$3,250.00",NA,0
N/A,N/A,49.23142,-123.19712,1,1,1,2,$100.00,100,4
NA,NA,49.28037,-123.12517,1,1,30,1,$60.00,NA,0
N/A,N/A,49.2605,-123.05911,1,1,1,2,$60.00,100,5
100%,93%,49.27495,-123.1271,1,1,3,3,$295.00,NA,0
N/A,N/A,49.28551,-123.13363,1,1,30,2,$95.00,NA,0
0%,100%,49.23875,-123.03695,1,1,1,2,$70.00,68,5
N/A,100%,49.22286,-123.11803,1,1,30,2,$80.00,100,1
97%,85%,49.27592,-123.11253,1,0,30,4,$89.00,100,3
100%,N/A,49.28095,-123.10916,1,0,3,2,$400.00,NA,0
100%,91%,49.21962,-123.14261,2,2,30,4,$250.00,100,5
100%,100%,49.28911,-123.059,1,2,2,3,$79.00,95,19
N/A,N/A,49.23523,-123.11211,1,2,1,4,$75.00,96,92
100%,96%,49.25183,-123.19204,1,1,2,2,$85.00,99,29
N/A,100%,49.28007,-123.1068,1,1,2,2,$198.00,95,17
N/A,N/A,49.25537,-123.11721,2,2,2,4,$200.00,100,1
100%,0%,49.27233,-123.10062,2,2,30,4,$350.00,NA,0
N/A,N/A,49.28604,-123.05791,1,1,2,2,$150.00,97,6
100%,50%,49.21428,-123.11293,1,1,30,2,$50.00,100,1
100%,100%,49.28252,-123.13662,1,1,1,3,$93.00,90,84
100%,67%,49.27979,-123.12696,2,2,30,4,$115.00,100,3
100%,100%,49.26357,-123.0656,1,1,30,2,$59.00,100,4
0%,50%,49.28424,-123.12419,1,2,30,4,$140.00,96,5
90%,8%,49.25474,-123.11514,5,5,1,6,$595.00,100,2
100%,100%,49.27716,-123.12746,1,2,30,4,$119.00,97,46
90%,97%,49.27388,-123.04794,2,3,4,5,$112.00,99,44
N/A,N/A,49.2717,-123.04658,1,1,2,2,$85.00,92,31
100%,78%,49.26212,-123.18366,2,2,2,4,$250.00,100,13
90%,98%,49.28145,-123.10355,1,1,2,2,$206.00,96,29
100%,96%,49.25564,-123.09513,2,3,2,4,$79.00,98,41
NA,NA,49.25869,-123.06761,1,1,2,2,$65.00,100,17
N/A,100%,49.28812,-123.12591,1,1,30,2,$185.00,100,2
71%,93%,49.28942,-123.12335,1,2,30,3,$78.00,80,1
100%,100%,49.24268,-123.08222,1,1,1,2,$70.00,100,2
100%,100%,49.25573,-123.11897,1,2,2,4,$123.00,95,52
100%,100%,49.26032,-123.07985,2,4,1,7,$170.00,97,46
N/A,N/A,49.21261,-123.11532,1,1,30,1,$31.00,NA,0
100%,100%,49.27805,-123.0853,1,2,2,4,$199.00,99,21
100%,100%,49.26407,-123.06613,1,1,30,1,$49.00,100,1
N/A,N/A,49.24825,-123.04955,1,1,1,2,$139.00,100,2
N/A,N/A,49.26721,-123.09803,2,2,4,2,$199.00,100,4
N/A,N/A,49.26412,-123.20605,2,2,1,2,$50.00,100,3
N/A,N/A,49.24881,-123.04931,1,1,1,2,$159.00,100,2
100%,0%,49.27751,-123.11728,1,1,30,1,$65.00,NA,0
100%,85%,49.2796,-123.12757,2,2,7,6,$499.00,94,45
N/A,N/A,49.26218,-123.09699,3,4,2,7,$499.00,100,1
N/A,N/A,49.21915,-123.12811,1,1,30,2,$275.00,NA,0
N/A,N/A,49.20621,-123.05634,1,2,1,2,$45.00,100,1
93%,87%,49.22077,-123.14264,3,3,30,6,$133.00,NA,1
N/A,N/A,49.22252,-123.05907,2,3,2,3,$119.00,90,2
100%,0%,49.26443,-123.08758,1,1,150,2,$55.00,NA,0
100%,100%,49.27109,-123.10345,2,2,14,4,$295.00,100,26
100%,91%,49.25455,-123.09371,1,2,2,3,$105.00,95,8
N/A,N/A,49.26068,-123.05291,1,1,3,2,$94.00,100,4
100%,99%,49.21163,-123.07048,3,3,1,6,$174.00,94,39
N/A,100%,49.28171,-123.10433,3,3,3,4,$300.00,100,4
N/A,N/A,49.27968,-123.10015,2,2,3,4,$195.00,99,18
N/A,N/A,49.26126,-123.05489,1,1,2,2,$75.00,NA,1
100%,100%,49.25068,-123.14696000000001,NA,2,2,2,$99.00,90,2
100%,100%,49.25264,-123.07762,2,3,2,6,$120.00,98,21
100%,91%,49.28132,-123.10828,1,1,7,2,$84.00,100,47
80%,100%,49.279,-123.12293,1,1,3,4,$107.00,95,31
100%,92%,49.2809,-123.04899,4,5,2,5,$348.00,95,20
100%,33%,49.27812,-123.11891,2,2,2,5,$230.00,100,6
N/A,N/A,49.27849,-123.0719,2,2,4,4,$255.00,NA,1
100%,83%,49.2234,-123.05466,1,1,3,2,$49.00,94,13
100%,92%,49.24817,-123.12094,2,2,30,4,$148.00,97,25
N/A,N/A,49.27517,-123.11776,1,1,3,1,$104.00,80,6
75%,100%,49.27683,-123.12705,NA,1,30,2,$125.00,100,3
N/A,100%,49.24696,-123.10397,1,2,3,3,$98.00,100,38
100%,100%,49.27907,-123.10951,2,3,30,6,$139.00,100,74
98%,92%,49.22594,-123.05937,2,2,2,4,$95.00,93,17
90%,69%,49.23534,-123.10049,3,3,14,6,$206.00,100,25
100%,100%,49.23726,-123.18148,1,2,1,4,$120.00,94,19
10%,85%,49.28833,-123.13043,1,2,2,3,$315.00,96,24
10%,85%,49.28701,-123.13199,2,2,2,5,$481.00,91,21
100%,98%,49.25278,-123.08373,1,1,1,2,$87.00,95,37
100%,99%,49.23946,-123.05332,2,2,30,4,$139.00,100,4
10%,85%,49.28799,-123.1299,3,3,2,6,$482.00,90,23
100%,83%,49.22115,-123.05264,1,1,7,2,$50.00,96,21
N/A,N/A,49.21958,-123.09177,1,3,2,3,$70.00,NA,0
NA,NA,49.27832,-123.12114,1,2,2,2,$119.00,98,51
100%,90%,49.26406,-123.07244,1,1,30,1,$30.00,70,2
N/A,100%,49.28404,-123.10234,1,1,1,3,$250.00,97,36
NA,NA,49.2667,-123.15527,NA,0,2,2,$250.00,NA,0
0%,N/A,49.27652,-123.12065,2,2,30,2,$150.00,NA,0
N/A,N/A,49.28442,-123.13365,1,2,2,3,$157.00,92,30
N/A,N/A,49.28384,-123.12712,1,1,31,3,$97.00,NA,0
100%,100%,49.25402,-123.04108,1,1,3,2,$60.00,95,44
25%,100%,49.27427,-123.12573,1,1,30,2,$150.00,NA,0
N/A,100%,49.2428,-123.07416,1,2,7,2,$89.00,96,28
N/A,100%,49.24523,-123.06675,1,1,7,2,$100.00,NA,0
100%,98%,49.27857,-123.10558,2,3,2,5,$116.00,98,95
N/A,100%,49.22598,-123.10482,3,3,2,7,$125.00,100,1
N/A,100%,49.27319,-123.06933,3,3,2,5,$245.00,100,1
N/A,N/A,49.20916,-123.06021,1,1,360,1,$49.00,100,1
100%,100%,49.25319,-123.08629,1,2,6,4,$100.00,100,23
N/A,N/A,49.29053,-123.13676,1,1,2,1,$94.00,97,6
NA,NA,49.2299,-123.07675,5,5,1,10,$270.00,86,82
NA,NA,49.22418,-123.11636,1,2,1,4,$95.00,96,47
100%,99%,49.28322,-123.13008,1,1,1,2,$92.00,96,111
N/A,N/A,49.27452,-123.12347,1,1,2,3,$88.00,70,2
N/A,N/A,49.25903,-123.12022,1,1,30,2,$120.00,NA,0
33%,80%,49.27772,-123.10704,1,2,1,4,$200.00,91,47
N/A,N/A,49.28814,-123.06109,1,1,1,2,$95.00,NA,0
N/A,N/A,49.28141,-123.04643,1,1,2,2,$98.00,100,3
100%,95%,49.25576,-123.09318,1,1,2,2,$45.00,91,23
N/A,N/A,49.25385,-123.18847,2,2,5,4,$174.00,NA,0
N/A,N/A,49.24219,-123.06275,1,2,7,2,$100.00,100,4
100%,95%,49.27038,-123.06968,1,1,2,2,$79.00,88,18
100%,100%,49.27159,-123.16076,1,1,30,2,$65.00,100,2
100%,100%,49.23529,-123.03426,1,2,2,4,$90.00,100,24
100%,96%,49.26995,-123.05753,1,3,2,5,$99.00,99,34
100%,99%,49.23119,-123.12707,NA,1,1,2,$71.00,98,88
100%,90%,49.28185,-123.10866,2,2,360,4,$130.00,100,1
N/A,N/A,49.25695,-123.19311,2,3,8,6,$150.00,NA,0
100%,92%,49.22223,-123.11875,1,1,30,2,$55.00,73,6
N/A,100%,49.27865,-123.02857,1,1,1,2,$88.00,98,8
N/A,N/A,49.25139,-123.07425,4,4,2,8,$250.00,100,18
N/A,N/A,49.28141,-123.04643,2,2,3,4,$99.00,97,6
100%,N/A,49.28007,-123.10059,2,2,30,4,$125.00,NA,0
N/A,100%,49.2587,-123.13084,2,3,5,5,$150.00,100,1
99%,100%,49.21471,-123.14419,1,1,1,2,$39.00,94,35
N/A,N/A,49.20722,-123.12491,1,1,30,1,$50.00,NA,0
100%,92%,49.27979,-123.1068,1,1,2,2,$150.00,95,55
N/A,100%,49.2285,-123.08583,1,1,1,2,$55.00,93,26
N/A,N/A,49.25103,-123.06134,2,3,2,5,$82.00,99,27
N/A,N/A,49.27277,-123.14962,1,1,3,2,$164.00,NA,0
100%,80%,49.26173,-123.18972,1,1,2,2,$99.00,80,1
N/A,N/A,49.27208,-123.10352,1,1,30,3,$119.00,93,3
100%,65%,49.28054,-123.12452,2,2,30,4,$140.00,100,4
93%,98%,49.26912,-123.10569,2,2,1,6,$134.00,90,86
100%,100%,49.27948,-123.07955,NA,1,3,2,$90.00,99,18
N/A,N/A,49.23304,-123.15374,1,1,30,1,$98.00,NA,0
100%,100%,49.23532,-123.16411,NA,2,3,4,$67.00,89,29
N/A,100%,49.28712,-123.12951,1,1,3,1,$90.00,100,4
N/A,N/A,49.27394,-123.12686,1,1,1,2,$58.00,93,3
100%,100%,49.27268,-123.11483,2,2,30,4,$140.00,100,4
100%,100%,49.23764,-123.16006,4,5,3,10,$577.00,100,1
N/A,N/A,49.27234,-123.16501,2,2,3,4,$260.00,98,25
100%,100%,49.27661,-123.12776,1,2,1,3,$114.00,89,52
100%,88%,49.27536,-123.10028,1,1,30,2,$60.00,88,8
88%,73%,49.27748,-123.1282,2,2,10,2,$189.00,100,2
100%,100%,49.25226,-123.07141,1,2,2,4,$89.00,97,26
N/A,71%,49.27731,-123.07633,3,4,2,6,$225.00,100,5
N/A,75%,49.24774,-123.07952,1,1,2,2,$100.00,NA,0
100%,20%,49.28013,-123.12447,1,1,30,2,$75.00,90,4
N/A,N/A,49.27197,-123.06618,NA,1,2,2,$55.00,100,2
100%,100%,49.28025,-123.10773,3,4,1,7,$270.00,99,69
100%,100%,49.24166,-123.13293,2,2,1,4,$150.00,96,16
100%,99%,49.25615,-123.08616,1,1,2,2,$69.00,99,94
N/A,N/A,49.27534,-123.12739,3,4,30,6,$251.00,NA,0
90%,50%,49.24423,-123.10437,1,1,30,2,$33.00,NA,0
100%,100%,49.28049,-123.12481,1,2,30,4,$159.00,100,3
N/A,N/A,49.27165,-123.16146,2,2,31,3,$200.00,NA,0
100%,100%,49.2811,-123.10818,2,3,2,6,$198.00,96,30
N/A,N/A,49.28167,-123.08239,2,2,2,5,$169.00,NA,0
100%,100%,49.25599,-123.18159,3,3,30,3,$31.00,NA,0
N/A,N/A,49.29053,-123.046,2,2,5,4,$150.00,100,2
100%,98%,49.28033,-123.10741,NA,2,1,4,$104.00,90,94
33%,N/A,49.25009,-123.05933,1,0,30,2,$61.00,100,1
N/A,N/A,49.28149,-123.1238,2,2,1,4,$399.00,NA,0
70%,50%,49.28854,-123.12238,2,2,30,4,$269.00,NA,0
100%,96%,49.28224,-123.08339,2,2,1,4,$225.00,96,86
100%,96%,49.27381,-123.06486,2,2,2,4,$150.00,98,35
N/A,N/A,49.28027,-123.11644,1,1,30,2,$145.00,100,3
94%,99%,49.26552,-123.21112,1,0,1,1,$31.00,80,3
94%,99%,49.26773,-123.21173,1,0,1,1,$31.00,70,2
94%,99%,49.26724,-123.21124,1,0,30,1,$20.00,87,3
94%,99%,49.26722,-123.21319,1,0,30,1,$20.00,70,2
94%,99%,49.26569,-123.21106,1,0,1,1,$26.00,75,4
94%,99%,49.26644,-123.21294,1,0,30,1,$26.00,90,4
94%,99%,49.26788,-123.21137,1,0,1,1,$27.00,73,3
94%,99%,49.26755,-123.2127,1,0,1,1,$35.00,20,1
94%,99%,49.26744,-123.21134,1,0,1,1,$26.00,78,9
100%,100%,49.24029,-123.09964,1,1,30,1,$34.00,100,4
N/A,N/A,49.28029,-123.12281,1,2,1,3,$149.00,93,32
70%,89%,49.27842,-123.10891,3,5,2,8,$400.00,96,50
100%,100%,49.26615,-123.057,NA,2,3,4,$144.00,100,24
100%,99%,49.28981,-123.13863,1,2,1,4,$98.00,98,59
N/A,N/A,49.27852,-123.12728,1,1,2,2,$155.00,96,27
100%,40%,49.24331,-123.10055,1,1,30,2,$129.00,NA,0
100%,40%,49.24383,-123.10034,1,1,3,2,$129.00,100,11
N/A,N/A,49.2755,-123.12554,1,1,30,2,$105.00,NA,0
N/A,100%,49.2611,-123.03897,3,4,1,8,$130.00,90,22
N/A,N/A,49.24148,-123.10157,2,2,2,4,$120.00,95,13
10%,13%,49.28575,-123.13049,2,3,1,5,$169.00,100,1
100%,86%,49.27589,-123.13115,NA,2,31,4,$129.00,100,4
0%,100%,49.21077,-123.14708,1,1,30,6,$86.00,NA,0
100%,83%,49.27695,-123.13144,1,1,1,2,$112.00,92,21
0%,N/A,49.28788,-123.12576,2,1,30,5,$150.00,NA,0
100%,89%,49.24011,-123.04379,NA,1,2,2,$58.00,99,56
N/A,N/A,49.21214,-123.08285,1,0,1,4,$40.00,100,5
100%,90%,49.26254,-123.07044,1,1,30,1,$32.00,100,2
N/A,N/A,49.27866,-123.12038,2,2,30,4,$150.00,100,1
0%,14%,49.27163,-123.18186,5,5,1,8,$649.00,NA,0
100%,0%,49.28266,-123.14147,1,1,31,2,$100.00,NA,0
100%,94%,49.28159,-123.10414,1,1,1,2,$193.00,99,121
N/A,N/A,49.24918,-123.08086,2,2,2,4,$125.00,100,7
N/A,N/A,49.27511,-123.04992,3,3,60,6,$125.00,NA,0
N/A,N/A,49.26911,-123.05964,1,1,2,2,$35.00,100,5
100%,98%,49.25865202169339,-123.08716358110516,2,3,1,5,$150.00,93,45
N/A,0%,49.26408,-123.15527,2,2,1,4,$54.00,99,34
100%,100%,49.24439,-123.18132,4,5,3,8,$240.00,93,43
100%,100%,49.27498,-123.11787,1,1,30,3,$135.00,99,30
N/A,N/A,49.28346,-123.04316,13,13,31,13,$25.00,NA,0
100%,100%,49.24246,-123.19607,2,3,30,5,$99.00,98,43
100%,100%,49.28,-123.10786,2,3,1,6,$162.00,99,57
100%,100%,49.26041,-123.19682,2,2,3,4,$145.00,99,20
88%,95%,49.21436,-123.0963,2,2,29,4,$83.00,98,35
N/A,N/A,49.28177,-123.11722,1,1,2,2,$90.00,100,1
100%,95%,49.27796,-123.10749,3,3,3,6,$249.00,98,18
N/A,N/A,49.21683,-123.1394,2,2,1,5,$220.00,100,4
100%,100%,49.27722,-123.08003,2,2,3,4,$125.00,100,22
100%,100%,49.25003,-123.07296,1,1,3,2,$65.00,98,25
N/A,0%,49.27585,-123.11436,1,2,29,2,$85.00,99,16
N/A,N/A,49.22796,-123.12585,1,1,2,2,$79.00,100,2
100%,95%,49.20944,-123.14688,6,6,3,16,$385.00,99,23
100%,N/A,49.27613,-123.11464,1,2,7,4,$202.00,94,28
93%,87%,49.27758,-123.12938,2,2,30,5,$133.00,NA,0
N/A,N/A,49.22974,-123.03839,NA,1,1,2,$50.00,100,2
50%,100%,49.25276,-123.15925,1,1,7,1,$60.00,NA,0
100%,86%,49.24827,-123.11387,1,1,30,1,$28.00,100,3
100%,100%,49.24851,-123.07014,1,1,2,2,$84.00,98,64
